"","ensembl_gene_id_orig","ensembl_gene_id","symbol","chromosome","start","end","size"
"9503","ENSG00000166317","ENSG00000166317","SYNPO2L","10",73644881,73663803,18922
"9504","ENSG00000275066","ENSG00000275066","SYNRG","17",37514807,37609472,94665
"9505","ENSG00000102003","ENSG00000102003","SYP","X",49187815,49200218,12403
"9506","ENSG00000008282","ENSG00000008282","SYPL1","7",106090505,106112589,22084
"9507","ENSG00000067715","ENSG00000067715","SYT1","12",78863993,79452008,588015
"9508","ENSG00000132718","ENSG00000132718","SYT11","1",155859567,155885199,25632
"9509","ENSG00000173227","ENSG00000173227","SYT12","11",67006778,67050863,44085
"9510","ENSG00000019505","ENSG00000019505","SYT13","11",45240302,45286341,46039
"9511","ENSG00000103528","ENSG00000103528","SYT17","16",19167971,19268332,100361
"9512","ENSG00000143858","ENSG00000143858","SYT2","1",202590596,202710454,119858
"9513","ENSG00000129990","ENSG00000129990","SYT5","19",55171196,55180289,9093
"9514","ENSG00000137501","ENSG00000137501","SYTL2","11",85694224,85811159,116935
"9515","ENSG00000055070","ENSG00000055070","SZRD1","1",16352575,16398145,45570
"9516","ENSG00000198198","ENSG00000198198","SZT2","1",43389882,43454247,64365
"9517","ENSG00000100324","ENSG00000100324","TAB1","22",39399778,39437060,37282
"9518","ENSG00000055208","ENSG00000055208","TAB2","6",149218641,149411613,192972
"9519","ENSG00000006128","ENSG00000006128","TAC1","7",97732084,97740472,8388
"9520","ENSG00000166863","ENSG00000166863","TAC3","12",57010000,57028883,18883
"9521","ENSG00000147526","ENSG00000147526","TACC1","8",38728186,38853028,124842
"9522","ENSG00000138162","ENSG00000138162","TACC2","10",121989163,122254545,265382
"9523","ENSG00000013810","ENSG00000013810","TACC3","4",1712858,1745171,32313
"9524","ENSG00000136463","ENSG00000136463","TACO1","17",63600882,63608365,7483
"9525","ENSG00000115353","ENSG00000115353","TACR1","2",75046463,75199520,153057
"9526","ENSG00000075073","ENSG00000075073","TACR2","10",69403903,69416918,13015
"9527","ENSG00000169836","ENSG00000169836","TACR3","4",103586031,103719985,133954
"9528","ENSG00000184292","ENSG00000184292","TACSTD2","1",58575433,58577252,1819
"9529","ENSG00000277104","ENSG00000277104","TADA2A","HSCHR17_7_CTG4",1646030,1718900,72870
"9530","ENSG00000171148","ENSG00000171148","TADA3","3",9779967,9793011,13044
"9531","ENSG00000147133","ENSG00000147133","TAF1","X",71366136,71532374,166238
"9532","ENSG00000166337","ENSG00000166337","TAF10","11",6606294,6612539,6245
"9533","ENSG00000064995","ENSG00000064995","TAF11","6",34877462,34889192,11730
"9534","ENSG00000120656","ENSG00000120656","TAF12","1",28587829,28648291,60462
"9535","ENSG00000197780","ENSG00000197780","TAF13","1",109062496,109076012,13516
"9536","ENSG00000276833","ENSG00000276833","TAF15","HSCHR17_7_CTG4",43987,99147,55160
"9537","ENSG00000143498","ENSG00000143498","TAF1A","1",222557902,222589933,32031
"9538","ENSG00000115750","ENSG00000115750","TAF1B","2",9843443,9934416,90973
"9539","ENSG00000103168","ENSG00000103168","TAF1C","16",84177847,84187070,9223
"9540","ENSG00000166012","ENSG00000166012","TAF1D","11",93729948,93784391,54443
"9541","ENSG00000064313","ENSG00000064313","TAF2","8",119730774,119832863,102089
"9542","ENSG00000280529","ENSG00000280529","TAF4","HSCHR20_1_CTG2",64040,118774,54734
"9543","ENSG00000141384","ENSG00000141384","TAF4B","18",26226445,26391685,165240
"9544","ENSG00000148835","ENSG00000148835","TAF5","10",103367966,103389065,21099
"9545","ENSG00000135801","ENSG00000135801","TAF5L","1",229593134,229626122,32988
"9546","ENSG00000106290","ENSG00000106290","TAF6","7",100106876,100119841,12965
"9547","ENSG00000162227","ENSG00000162227","TAF6L","11",62771357,62787342,15985
"9548","ENSG00000178913","ENSG00000178913","TAF7","5",141259884,141320784,60900
"9549","ENSG00000276463","ENSG00000276463","TAF9","HSCHR5_2_CTG1_1",147938,153209,5271
"9550","ENSG00000187325","ENSG00000187325","TAF9B","X",78129748,78139650,9902
"9551","ENSG00000149591","ENSG00000149591","TAGLN","11",117199370,117207464,8094
"9552","ENSG00000158710","ENSG00000158710","TAGLN2","1",159918107,159925507,7400
"9553","ENSG00000144834","ENSG00000144834","TAGLN3","3",111998739,112013887,15148
"9554","ENSG00000162367","ENSG00000162367","TAL1","1",47216290,47232225,15935
"9555","ENSG00000177156","ENSG00000177156","TALDO1","11",747415,765012,17597
"9556","ENSG00000170921","ENSG00000170921","TANC2","17",62966235,63427703,461468
"9557","ENSG00000136560","ENSG00000136560","TANK","2",161136908,161236230,99322
"9558","ENSG00000160551","ENSG00000160551","TAOK1","17",29390363,29551903,161540
"9559","ENSG00000149930","ENSG00000149930","TAOK2","16",29973868,29992261,18393
"9560","ENSG00000135090","ENSG00000135090","TAOK3","12",118149801,118372907,223106
"9561","ENSG00000232367","ENSG00000232367","TAP1","HSCHR6_MHC_COX_CTG1",4257408,4266177,8769
"9562","ENSG00000237599","ENSG00000237599","TAP2","HSCHR6_MHC_MCF_CTG1",4120921,4137847,16926
"9563","ENSG00000236490","ENSG00000236490","TAPBP","HSCHR6_MHC_DBB_CTG1",4543212,4557902,14690
"9564","ENSG00000139192","ENSG00000139192","TAPBPL","12",6451690,6466517,14827
"9565","ENSG00000169762","ENSG00000169762","TAPT1","4",16160505,16227410,66905
"9566","ENSG00000059588","ENSG00000059588","TARBP1","1",234391313,234479179,87866
"9567","ENSG00000139546","ENSG00000139546","TARBP2","12",53500921,53506431,5510
"9568","ENSG00000120948","ENSG00000120948","TARDBP","1",11012344,11030528,18184
"9569","ENSG00000143374","ENSG00000143374","TARS2","1",150487414,150507602,20188
"9570","ENSG00000277254","ENSG00000277254","TAS2R13","HSCHR12_3_CTG2",106632,108268,1636
"9571","ENSG00000276541","ENSG00000276541","TAS2R14","HSCHR12_3_CTG2",136111,366513,230402
"9572","ENSG00000127362","ENSG00000127362","TAS2R3","7",141764097,141765197,1100
"9573","ENSG00000127364","ENSG00000127364","TAS2R4","7",141776674,141781691,5017
"9574","ENSG00000089123","ENSG00000089123","TASP1","20",13389392,13638932,249540
"9575","ENSG00000198650","ENSG00000198650","TAT","16",71565660,71577092,11432
"9576","ENSG00000157014","ENSG00000157014","TATDN2","3",10248023,10281218,33195
"9577","ENSG00000106052","ENSG00000106052","TAX1BP1","7",27739331,27844564,105233
"9578","ENSG00000213977","ENSG00000213977","TAX1BP3","17",3662895,3668679,5784
"9579","ENSG00000065882","ENSG00000065882","TBC1D1","4",37891084,38139175,248091
"9580","ENSG00000169221","ENSG00000169221","TBC1D10B","16",30357102,30370494,13392
"9581","ENSG00000108239","ENSG00000108239","TBC1D12","10",94402541,94536332,133791
"9582","ENSG00000107021","ENSG00000107021","TBC1D13","9",128787253,128810430,23177
"9583","ENSG00000121749","ENSG00000121749","TBC1D15","12",71839707,71927248,87541
"9584","ENSG00000167291","ENSG00000167291","TBC1D16","17",79932343,80035872,103529
"9585","ENSG00000104946","ENSG00000104946","TBC1D17","19",49877666,49888750,11084
"9586","ENSG00000109680","ENSG00000109680","TBC1D19","4",26576437,26756223,179786
"9587","ENSG00000095383","ENSG00000095383","TBC1D2","9",98199011,98255649,56638
"9588","ENSG00000054611","ENSG00000054611","TBC1D22A","22",46762617,47175699,413082
"9589","ENSG00000065491","ENSG00000065491","TBC1D22B","6",37257772,37332970,75198
"9590","ENSG00000274611","ENSG00000274611","TBC1D3","17",38181659,38192555,10896
"9591","ENSG00000156787","ENSG00000156787","TBC1D31","8",123041968,123152153,110185
"9592","ENSG00000274808","ENSG00000274808","TBC1D3B","17",36165683,36176636,10953
"9593","ENSG00000278299","ENSG00000278299","TBC1D3C","17",38057693,38068634,10941
"9594","ENSG00000136111","ENSG00000136111","TBC1D4","13",75283503,75482169,198666
"9595","ENSG00000131374","ENSG00000131374","TBC1D5","3",17157162,18444817,1287655
"9596","ENSG00000133138","ENSG00000133138","TBC1D8B","X",106802673,106876150,73477
"9597","ENSG00000109436","ENSG00000109436","TBC1D9","4",140620782,140756385,135603
"9598","ENSG00000197226","ENSG00000197226","TBC1D9B","5",179862066,179907897,45831
"9599","ENSG00000171530","ENSG00000171530","TBCA","5",77691166,77868780,177614
"9600","ENSG00000105254","ENSG00000105254","TBCB","19",36114289,36125947,11658
"9601","ENSG00000124659","ENSG00000124659","TBCC","6",42744498,42746103,1605
"9602","ENSG00000113838","ENSG00000113838","TBCCD1","3",186546067,186570543,24476
"9603","ENSG00000278759","ENSG00000278759","TBCD","HSCHR17_1_CTG9",155503,177989,22486
"9604","ENSG00000183735","ENSG00000183735","TBK1","12",64452090,64502114,50024
"9605","ENSG00000198933","ENSG00000198933","TBKBP1","17",47694161,47712052,17891
"9606","ENSG00000101849","ENSG00000101849","TBL1X","X",9463320,9741037,277717
"9607","ENSG00000177565","ENSG00000177565","TBL1XR1","3",177019340,177228000,208660
"9608","ENSG00000106638","ENSG00000106638","TBL2","7",73567537,73578791,11254
"9609","ENSG00000183751","ENSG00000183751","TBL3","16",1972053,1982929,10876
"9610","ENSG00000112592","ENSG00000112592","TBP","6",170554302,170572870,18568
"9611","ENSG00000028839","ENSG00000028839","TBPL1","6",133952170,133990432,38262
"9612","ENSG00000136535","ENSG00000136535","TBR1","2",161416297,161425870,9573
"9613","ENSG00000136270","ENSG00000136270","TBRG4","7",45100100,45112047,11947
"9614","ENSG00000184058","ENSG00000184058","TBX1","22",19756703,19783593,26890
"9615","ENSG00000143178","ENSG00000143178","TBX19","1",168280877,168314426,33549
"9616","ENSG00000121068","ENSG00000121068","TBX2","17",61399843,61409466,9623
"9617","ENSG00000073861","ENSG00000073861","TBX21","17",47733236,47746122,12886
"9618","ENSG00000135111","ENSG00000135111","TBX3","12",114670255,114684175,13920
"9619","ENSG00000089225","ENSG00000089225","TBX5","12",114353911,114408442,54531
"9620","ENSG00000006638","ENSG00000006638","TBXA2R","19",3594507,3606875,12368
"9621","ENSG00000059377","ENSG00000059377","TBXAS1","7",139777051,140020325,243274
"9622","ENSG00000198420","ENSG00000198420","TCAF1","7",143851375,143902198,50823
"9623","ENSG00000173991","ENSG00000173991","TCAP","17",39665349,39666554,1205
"9624","ENSG00000187735","ENSG00000187735","TCEA1","8",53966552,54022448,55896
"9625","ENSG00000171703","ENSG00000171703","TCEA2","20",64049836,64072347,22511
"9626","ENSG00000172465","ENSG00000172465","TCEAL1","X",103628704,103630953,2249
"9627","ENSG00000133142","ENSG00000133142","TCEAL4","X",103576231,103587729,11498
"9628","ENSG00000185222","ENSG00000185222","TCEAL9","X",103356489,103358462,1973
"9629","ENSG00000116205","ENSG00000116205","TCEANC2","1",54053584,54112519,58935
"9630","ENSG00000113649","ENSG00000113649","TCERG1","5",146447311,146511961,64650
"9631","ENSG00000140262","ENSG00000140262","TCF12","15",56918623,57299281,380658
"9632","ENSG00000125878","ENSG00000125878","TCF15","20",604257,610309,6052
"9633","ENSG00000276461","ENSG00000276461","TCF20","HSCHR22_3_CTG1",82358,137787,55429
"9634","ENSG00000118526","ENSG00000118526","TCF21","6",133889113,133895553,6440
"9635","ENSG00000141002","ENSG00000141002","TCF25","16",89873570,89913627,40057
"9636","ENSG00000071564","ENSG00000071564","TCF3","19",1609291,1652615,43324
"9637","ENSG00000196628","ENSG00000196628","TCF4","18",55222185,55664787,442602
"9638","ENSG00000081059","ENSG00000081059","TCF7","5",134114681,134151865,37184
"9639","ENSG00000152284","ENSG00000152284","TCF7L1","2",85133392,85310387,176995
"9640","ENSG00000148737","ENSG00000148737","TCF7L2","10",112950247,113167678,217431
"9641","ENSG00000101190","ENSG00000101190","TCFL5","20",62841005,62861822,20817
"9642","ENSG00000159450","ENSG00000159450","TCHH","1",152106317,152115444,9127
"9643","ENSG00000110719","ENSG00000110719","TCIRG1","11",68039025,68050895,11870
"9644","ENSG00000100721","ENSG00000100721","TCL1A","14",95709947,95714196,4249
"9645","ENSG00000213231","ENSG00000213231","TCL1B","14",95686426,95692628,6202
"9646","ENSG00000134827","ENSG00000134827","TCN1","11",59852800,59866489,13689
"9647","ENSG00000185339","ENSG00000185339","TCN2","22",30607003,30627271,20268
"9648","ENSG00000070814","ENSG00000070814","TCOF1","5",150357629,150400308,42679
"9649","ENSG00000120438","ENSG00000120438","TCP1","6",159778498,159789703,11205
"9650","ENSG00000242220","ENSG00000242220","TCP10L","21",32497967,32587373,89406
"9651","ENSG00000124678","ENSG00000124678","TCP11","6",35118071,35148610,30539
"9652","ENSG00000176148","ENSG00000176148","TCP11L1","11",33039417,33105943,66526
"9653","ENSG00000145022","ENSG00000145022","TCTA","3",49412212,49416476,4264
"9654","ENSG00000168778","ENSG00000168778","TCTN2","12",123671110,123708399,37289
"9655","ENSG00000119977","ENSG00000119977","TCTN3","10",95659823,95694143,34320
"9656","ENSG00000139372","ENSG00000139372","TDG","12",103965822,103988874,23052
"9657","ENSG00000241186","ENSG00000241186","CRIPTO","3",46574534,46582457,7923
"9658","ENSG00000225366","ENSG00000225366","CRIPTO3","X",110520896,110523021,2125
"9659","ENSG00000262635","ENSG00000262635","TDO2","HSCHR4_1_CTG12",19361,85029,65668
"9660","ENSG00000042088","ENSG00000042088","TDP1","14",89954939,90044764,89825
"9661","ENSG00000111802","ENSG00000111802","TDP2","6",24649979,24666930,16951
"9662","ENSG00000083544","ENSG00000083544","TDRD3","13",60396457,60573878,177421
"9663","ENSG00000196116","ENSG00000196116","TDRD7","9",97412096,97496125,84029
"9664","ENSG00000182134","ENSG00000182134","TDRKH","1",151770107,151791416,21309
"9665","ENSG00000187079","ENSG00000187079","TEAD1","11",12674421,12944737,270316
"9666","ENSG00000007866","ENSG00000007866","TEAD3","6",35473597,35497079,23482
"9667","ENSG00000197905","ENSG00000197905","TEAD4","12",2959330,3040676,81346
"9668","ENSG00000135605","ENSG00000135605","TEC","4",48135783,48269838,134055
"9669","ENSG00000196663","ENSG00000196663","TECPR2","14",102362941,102502477,139536
"9670","ENSG00000099797","ENSG00000099797","TECR","19",14517085,14565980,48895
"9671","ENSG00000109927","ENSG00000109927","TECTA","11",121101243,121191490,90247
"9672","ENSG00000167074","ENSG00000167074","TEF","22",41367333,41399326,31993
"9673","ENSG00000172171","ENSG00000172171","TEFM","17",30897336,30906238,8902
"9674","ENSG00000120156","ENSG00000120156","TEK","9",27109141,27230174,121033
"9675","ENSG00000092850","ENSG00000092850","TEKT2","1",36084094,36088275,4181
"9676","ENSG00000100726","ENSG00000100726","TELO2","16",1493344,1510457,17113
"9677","ENSG00000009694","ENSG00000009694","TENM1","X",124375903,125204312,828409
"9678","ENSG00000149256","ENSG00000149256","TENM4","11",78652829,79441030,788201
"9679","ENSG00000129566","ENSG00000129566","TEP1","14",20365667,20413501,47834
"9680","ENSG00000147601","ENSG00000147601","TERF1","8",73008856,73048123,39267
"9681","ENSG00000132604","ENSG00000132604","TERF2","16",69355567,69408571,53004
"9682","ENSG00000166848","ENSG00000166848","TERF2IP","16",75647773,75761872,114099
"9683","ENSG00000164362","ENSG00000164362","TERT","5",1253147,1295068,41921
"9684","ENSG00000135269","ENSG00000135269","TES","7",116210506,116258783,48277
"9685","ENSG00000088992","ENSG00000088992","TESC","12",117038923,117099479,60556
"9686","ENSG00000107140","ENSG00000107140","TESK1","9",35605262,35610041,4779
"9687","ENSG00000070759","ENSG00000070759","TESK2","1",45343883,45491163,147280
"9688","ENSG00000132749","ENSG00000132749","TESMIN","11",68707440,68751520,44080
"9689","ENSG00000138336","ENSG00000138336","TET1","10",68560337,68694487,134150
"9690","ENSG00000187605","ENSG00000187605","TET3","2",73984910,74108176,123266
"9691","ENSG00000136891","ENSG00000136891","TEX10","9",100302077,100352942,50865
"9692","ENSG00000150783","ENSG00000150783","TEX12","11",112167372,112172556,5184
"9693","ENSG00000121101","ENSG00000121101","TEX14","17",58556678,58692055,135377
"9694","ENSG00000133863","ENSG00000133863","TEX15","8",30831544,30913008,81464
"9695","ENSG00000136478","ENSG00000136478","TEX2","17",64147227,64263260,116033
"9696","ENSG00000144043","ENSG00000144043","TEX261","2",70968325,70994873,26548
"9697","ENSG00000164081","ENSG00000164081","TEX264","3",51662693,51704323,41630
"9698","ENSG00000151287","ENSG00000151287","TEX30","13",102765888,102773811,7923
"9699","ENSG00000091513","ENSG00000091513","TF","3",133746040,133796641,50601
"9700","ENSG00000108064","ENSG00000108064","TFAM","10",58385345,58399220,13875
"9701","ENSG00000137203","ENSG00000137203","TFAP2A","6",10393186,10419659,26473
"9702","ENSG00000008196","ENSG00000008196","TFAP2B","6",50818723,50847619,28896
"9703","ENSG00000087510","ENSG00000087510","TFAP2C","20",56629306,56639283,9977
"9704","ENSG00000090447","ENSG00000090447","TFAP4","16",4257186,4273075,15889
"9705","ENSG00000029639","ENSG00000029639","TFB1M","6",155256134,155314493,58359
"9706","ENSG00000162851","ENSG00000162851","TFB2M","1",246540561,246566261,25700
"9707","ENSG00000135457","ENSG00000135457","TFCP2","12",51093656,51173135,79479
"9708","ENSG00000115112","ENSG00000115112","TFCP2L1","2",121216587,121285202,68615
"9709","ENSG00000198176","ENSG00000198176","TFDP1","13",113584721,113641473,56752
"9710","ENSG00000114126","ENSG00000114126","TFDP2","3",141944428,142149544,205116
"9711","ENSG00000068323","ENSG00000068323","TFE3","X",49028726,49043410,14684
"9712","ENSG00000112561","ENSG00000112561","TFEB","6",41683978,41736259,52281
"9713","ENSG00000105967","ENSG00000105967","TFEC","7",115935148,116159896,224748
"9714","ENSG00000160182","ENSG00000160182","TFF1","21",42362282,42366535,4253
"9715","ENSG00000160181","ENSG00000160181","TFF2","21",42346357,42350997,4640
"9716","ENSG00000160180","ENSG00000160180","TFF3","21",42311667,42315409,3742
"9717","ENSG00000114354","ENSG00000114354","TFG","3",100709295,100748964,39669
"9718","ENSG00000100109","ENSG00000100109","TFIP11","22",26491225,26512505,21280
"9719","ENSG00000003436","ENSG00000003436","TFPI","2",187464230,187565760,101530
"9720","ENSG00000105825","ENSG00000105825","TFPI2","7",93885396,93890753,5357
"9721","ENSG00000278161","ENSG00000278161","TFPT","HSCHR19LRC_PGF1_CTG3_1",81433,90168,8735
"9722","ENSG00000106327","ENSG00000106327","TFR2","7",100620416,100642779,22363
"9723","ENSG00000072274","ENSG00000072274","TFRC","3",196012511,196082153,69642
"9724","ENSG00000042832","ENSG00000042832","TG","8",132866958,133134903,267945
"9725","ENSG00000088451","ENSG00000088451","TGDS","13",94574054,94596242,22188
"9726","ENSG00000163235","ENSG00000163235","TGFA","2",70447284,70554193,106909
"9727","ENSG00000140682","ENSG00000140682","TGFB1I1","16",31471585,31477960,6375
"9728","ENSG00000092969","ENSG00000092969","TGFB2","1",218345336,218444619,99283
"9729","ENSG00000119699","ENSG00000119699","TGFB3","14",75958097,75983011,24914
"9730","ENSG00000120708","ENSG00000120708","TGFBI","5",136028988,136063818,34830
"9731","ENSG00000106799","ENSG00000106799","TGFBR1","9",99104038,99154192,50154
"9732","ENSG00000163513","ENSG00000163513","TGFBR2","3",30606478,30694249,87771
"9733","ENSG00000069702","ENSG00000069702","TGFBR3","1",91680343,91906335,225992
"9734","ENSG00000135966","ENSG00000135966","TGFBRAP1","2",105264391,105329735,65344
"9735","ENSG00000177426","ENSG00000177426","TGIF1","18",3411608,3459978,48370
"9736","ENSG00000118707","ENSG00000118707","TGIF2","20",36573488,36593950,20462
"9737","ENSG00000092295","ENSG00000092295","TGM1","14",24249114,24264432,15318
"9738","ENSG00000198959","ENSG00000198959","TGM2","20",38127385,38166578,39193
"9739","ENSG00000125780","ENSG00000125780","TGM3","20",2296001,2341079,45078
"9740","ENSG00000281886","ENSG00000281886","TGM4","HG2066_PATCH",399958,440340,40382
"9741","ENSG00000104055","ENSG00000104055","TGM5","15",43232590,43266928,34338
"9742","ENSG00000152291","ENSG00000152291","TGOLN2","2",85318027,85328251,10224
"9743","ENSG00000137574","ENSG00000137574","TGS1","8",55773446,55826445,52999
"9744","ENSG00000115970","ENSG00000115970","THADA","2",43230851,43596038,365187
"9745","ENSG00000131931","ENSG00000131931","THAP1","8",42836674,42843325,6651
"9746","ENSG00000129028","ENSG00000129028","THAP10","15",70881342,70892433,11091
"9747","ENSG00000168286","ENSG00000168286","THAP11","16",67842320,67844195,1875
"9748","ENSG00000137492","ENSG00000137492","THAP12","11",76349898,76381132,31234
"9749","ENSG00000041988","ENSG00000041988","THAP3","1",6624868,6635586,10718
"9750","ENSG00000176946","ENSG00000176946","THAP4","2",241584405,241637158,52753
"9751","ENSG00000184436","ENSG00000184436","THAP7","22",20999104,21002196,3092
"9752","ENSG00000168152","ENSG00000168152","THAP9","4",82900684,82919969,19285
"9753","ENSG00000178726","ENSG00000178726","THBD","20",23045633,23049672,4039
"9754","ENSG00000137801","ENSG00000137801","THBS1","15",39581079,39599466,18387
"9755","ENSG00000186340","ENSG00000186340","THBS2","6",169215780,169254050,38270
"9756","ENSG00000169231","ENSG00000169231","THBS3","1",155195588,155209051,13463
"9757","ENSG00000113296","ENSG00000113296","THBS4","5",79991311,80083287,91976
"9758","ENSG00000130193","ENSG00000130193","THEM6","8",142727223,142736927,9704
"9759","ENSG00000130775","ENSG00000130775","THEMIS2","1",27872543,27886685,14142
"9760","ENSG00000113272","ENSG00000113272","THG1L","5",157731420,157741449,10029
"9761","ENSG00000185875","ENSG00000185875","THNSL1","10",25016612,25026664,10052
"9762","ENSG00000144115","ENSG00000144115","THNSL2","2",88170295,88186636,16341
"9763","ENSG00000079134","ENSG00000079134","THOC1","18",214520,268050,53530
"9764","ENSG00000125676","ENSG00000125676","THOC2","X",123600561,123733056,132495
"9765","ENSG00000100296","ENSG00000100296","THOC5","22",29505879,29555216,49337
"9766","ENSG00000131652","ENSG00000131652","THOC6","16",3024027,3027755,3728
"9767","ENSG00000163634","ENSG00000163634","THOC7","3",63833870,63863868,29998
"9768","ENSG00000172009","ENSG00000172009","THOP1","19",2785503,2815807,30304
"9769","ENSG00000090534","ENSG00000090534","THPO","3",184371935,184381968,10033
"9770","ENSG00000126351","ENSG00000126351","THRA","17",40058290,40093867,35577
"9771","ENSG00000054118","ENSG00000054118","THRAP3","1",36224432,36305357,80925
"9772","ENSG00000151090","ENSG00000151090","THRB","3",24117153,24495756,378603
"9773","ENSG00000136114","ENSG00000136114","THSD1","13",52377167,52416373,39206
"9774","ENSG00000187720","ENSG00000187720","THSD4","15",71096952,71783383,686431
"9775","ENSG00000005108","ENSG00000005108","THSD7A","7",11370365,11832198,461833
"9776","ENSG00000259431","ENSG00000259431","THTPA","14",23555988,23560271,4283
"9777","ENSG00000066654","ENSG00000066654","THUMPD1","16",20702816,20742084,39268
"9778","ENSG00000138050","ENSG00000138050","THUMPD2","2",39736060,39779267,43207
"9779","ENSG00000154096","ENSG00000154096","THY1","11",119415476,119424985,9509
"9780","ENSG00000151500","ENSG00000151500","THYN1","11",134248279,134253370,5091
"9781","ENSG00000116001","ENSG00000116001","TIA1","2",70209444,70248660,39216
"9782","ENSG00000151923","ENSG00000151923","TIAL1","10",119571802,119597029,25227
"9783","ENSG00000156299","ENSG00000156299","TIAM1","21",31118416,31559977,441561
"9784","ENSG00000146426","ENSG00000146426","TIAM2","6",154832697,155257723,425026
"9785","ENSG00000127666","ENSG00000127666","TICAM1","19",4815932,4831712,15780
"9786","ENSG00000066056","ENSG00000066056","TIE1","1",43300982,43323108,22126
"9787","ENSG00000078237","ENSG00000078237","TIGAR","12",4307763,4360028,52265
"9788","ENSG00000164296","ENSG00000164296","TIGD6","5",149993118,150000654,7536
"9789","ENSG00000111602","ENSG00000111602","TIMELESS","12",56416363,56449426,33063
"9790","ENSG00000134809","ENSG00000134809","TIMM10","11",57528464,57530803,2339
"9791","ENSG00000132286","ENSG00000132286","TIMM10B","11",6481501,6484681,3180
"9792","ENSG00000099800","ENSG00000099800","TIMM13","19",2425625,2427586,1961
"9793","ENSG00000134375","ENSG00000134375","TIMM17A","1",201955503,201970664,15161
"9794","ENSG00000126768","ENSG00000126768","TIMM17B","X",48893447,48898143,4696
"9795","ENSG00000278501","ENSG00000278501","TIMM22","HSCHR17_3_CTG2",36364,42918,6554
"9796","ENSG00000265354","ENSG00000265354","TIMM23","10",45972489,46003742,31253
"9797","ENSG00000104980","ENSG00000104980","TIMM44","19",7926718,7943667,16949
"9798","ENSG00000105197","ENSG00000105197","TIMM50","19",39480412,39493785,13373
"9799","ENSG00000126953","ENSG00000126953","TIMM8A","X",101345661,101348742,3081
"9800","ENSG00000150779","ENSG00000150779","TIMM8B","11",112084800,112086798,1998
"9801","ENSG00000100575","ENSG00000100575","TIMM9","14",58408495,58427531,19036
"9802","ENSG00000102265","ENSG00000102265","TIMP1","X",47582408,47586789,4381
"9803","ENSG00000035862","ENSG00000035862","TIMP2","17",78852977,78925387,72410
"9804","ENSG00000100234","ENSG00000100234","TIMP3","22",32801705,32863041,61336
"9805","ENSG00000157150","ENSG00000157150","TIMP4","3",12153068,12158912,5844
"9806","ENSG00000142910","ENSG00000142910","TINAGL1","1",31576485,31587686,11201
"9807","ENSG00000092330","ENSG00000092330","TINF2","14",24238286,24242663,4377
"9808","ENSG00000163659","ENSG00000163659","TIPARP","3",156673235,156706770,33535
"9809","ENSG00000075131","ENSG00000075131","TIPIN","15",66336191,66386746,50555
"9810","ENSG00000143155","ENSG00000143155","TIPRL","1",168178962,168202109,23147
"9811","ENSG00000137221","ENSG00000137221","TJAP1","6",43477523,43506556,29033
"9812","ENSG00000277401","ENSG00000277401","TJP1","HSCHR15_4_CTG8",1984289,2106633,122344
"9813","ENSG00000119139","ENSG00000119139","TJP2","9",69121264,69274615,153351
"9814","ENSG00000105289","ENSG00000105289","TJP3","19",3708362,3750813,42451
"9815","ENSG00000167900","ENSG00000167900","TK1","17",78174091,78187233,13142
"9816","ENSG00000166548","ENSG00000166548","TK2","16",66508003,66552544,44541
"9817","ENSG00000149476","ENSG00000149476","TKFC","11",61333220,61353295,20075
"9818","ENSG00000163931","ENSG00000163931","TKT","3",53224712,53256052,31340
"9819","ENSG00000007350","ENSG00000007350","TKTL1","X",154295795,154330350,34555
"9820","ENSG00000196781","ENSG00000196781","TLE1","9",81583683,81689547,105864
"9821","ENSG00000065717","ENSG00000065717","TLE2","19",2997639,3047635,49996
"9822","ENSG00000140332","ENSG00000140332","TLE3","15",70047790,70098176,50386
"9823","ENSG00000106829","ENSG00000106829","TLE4","9",79571773,79726882,155109
"9824","ENSG00000104953","ENSG00000104953","TLE6","19",2977538,2995179,17641
"9825","ENSG00000198586","ENSG00000198586","TLK1","2",170990823,171231314,240491
"9826","ENSG00000146872","ENSG00000146872","TLK2","17",62458658,62615481,156823
"9827","ENSG00000137076","ENSG00000137076","TLN1","9",35696948,35732195,35247
"9828","ENSG00000171914","ENSG00000171914","TLN2","15",62390526,62844631,454105
"9829","ENSG00000174125","ENSG00000174125","TLR1","4",38790677,38856817,66140
"9830","ENSG00000137462","ENSG00000137462","TLR2","4",153684050,153706260,22210
"9831","ENSG00000164342","ENSG00000164342","TLR3","4",186068911,186088073,19162
"9832","ENSG00000136869","ENSG00000136869","TLR4","9",117704175,117724735,20560
"9833","ENSG00000187554","ENSG00000187554","TLR5","1",223109404,223143292,33888
"9834","ENSG00000196664","ENSG00000196664","TLR7","X",12867072,12890361,23289
"9835","ENSG00000115297","ENSG00000115297","TLX2","2",74513463,74517148,3685
"9836","ENSG00000162604","ENSG00000162604","TM2D1","1",61681046,61725423,44377
"9837","ENSG00000184277","ENSG00000184277","TM2D3","15",101621444,101652391,30947
"9838","ENSG00000169908","ENSG00000169908","TM4SF1","3",149369022,149377692,8670
"9839","ENSG00000168955","ENSG00000168955","TM4SF20","2",227362038,227381995,19957
"9840","ENSG00000169903","ENSG00000169903","TM4SF4","3",149474697,149503394,28697
